药物id,对照组索引,x_6索引,x_24索引,剂量大小
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_6H_X1_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:J23-1,BRAF001_HEK293T_24H_X2_B10:J15-1,0.625
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_6H_X1_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:J23-1,BRAF001_HEK293T_24H_X2_B10:J23-1,0.625
CC(C)(C)c1nc(c(s1)-c1ccnc(N)n1)-c1cccc(NS(=O)(=O)c2c(F)cccc2F)c1F,BRAF001_HEK293T_24H_X3_B10:O10-1,BRAF001_HEK293T_6H_X3_B10:I15-1,BRAF001_HEK293T_24H_X3_B10:I07-1,10.0
Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O,BRAF001_HEK293T_24H_X3_B10:O01-1,BRAF001_HEK293T_6H_X1_B10:H06-1,BRAF001_HEK293T_24H_X1_B10:H06-1,0.15625
Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O,BRAF001_HEK293T_24H_X1_B10:P18-1,BRAF001_HEK293T_6H_X2_B10:G14-1,BRAF001_HEK293T_24H_X3_B10:G22-1,2.5
Cn1c2ncn(CC(O)CO)c2c(=O)n(C)c1=O,BRAF001_HEK293T_24H_X3_B10:P09-1,BRAF001_HEK293T_6H_X3_B10:H21-1,BRAF001_HEK293T_24H_X1_B10:H21-1,0.625
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_24H_X1_B10:P09-1,BRAF001_HEK293T_6H_X1_B10:G03-1,BRAF001_HEK293T_24H_X3_B10:G11-1,10.0
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_24H_X1_B10:A13-1,BRAF001_HEK293T_6H_X1_B10:G20-1,BRAF001_HEK293T_24H_X3_B10:G04-1,2.5
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_6H_X2_B10:A06-1,BRAF001_HEK293T_6H_X1_B10:H11-1,BRAF001_HEK293T_24H_X2_B10:H19-1,0.625
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_6H_X1_B10:A05-1,BRAF001_HEK293T_6H_X1_B10:H19-1,BRAF001_HEK293T_24H_X1_B10:H11-1,0.625
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_24H_X1_B10:P09-1,BRAF001_HEK293T_6H_X2_B10:H11-1,BRAF001_HEK293T_24H_X1_B10:H03-1,0.625
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_24H_X1_B10:P09-1,BRAF001_HEK293T_6H_X2_B10:H11-1,BRAF001_HEK293T_24H_X2_B10:H03-1,0.625
COc1cc(C)nn1-c1nc(C)cc(OC)n1,BRAF001_HEK293T_24H_X2_B10:P01-1,BRAF001_HEK293T_6H_X2_B10:H12-1,BRAF001_HEK293T_24H_X3_B10:H12-1,0.15625
CN1[C@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,BRAF001_HEK293T_24H_X1_B10:B06-1,BRAF001_HEK293T_6H_X1_B10:M04-1,BRAF001_HEK293T_24H_X3_B10:M20-1,2.5
CN1[C@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,BRAF001_HEK293T_24H_X1_B10:O10-1,BRAF001_HEK293T_6H_X2_B10:M19-1,BRAF001_HEK293T_24H_X1_B10:M03-1,10.0
CN1[C@H]2CC[C@H]1C[C@H](C2)OC(=O)C(O)c1ccccc1,BRAF001_HEK293T_24H_X3_B10:A13-1,BRAF001_HEK293T_6H_X3_B10:M19-1,BRAF001_HEK293T_24H_X1_B10:M11-1,10.0
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_24H_X2_B10:A22-1,BRAF001_HEK293T_6H_X1_B10:C22-1,BRAF001_HEK293T_24H_X2_B10:C14-1,2.5
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_24H_X3_B10:A21-1,BRAF001_HEK293T_6H_X1_B10:D06-1,BRAF001_HEK293T_24H_X3_B10:D14-1,0.15625
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_24H_X3_B10:A21-1,BRAF001_HEK293T_6H_X1_B10:D06-1,BRAF001_HEK293T_24H_X3_B10:D22-1,0.15625
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_6H_X3_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:C05-1,BRAF001_HEK293T_24H_X1_B10:C13-1,10.0
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_24H_X3_B10:P10-1,BRAF001_HEK293T_6H_X2_B10:C21-1,BRAF001_HEK293T_24H_X2_B10:C05-1,10.0
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_6H_X2_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:D05-1,BRAF001_HEK293T_24H_X2_B10:D05-1,0.625
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_6H_X3_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:D21-1,BRAF001_HEK293T_24H_X1_B10:D21-1,0.625
NS(=O)(=O)c1cc2c(NCNS2(=O)=O)cc1C(F)(F)F,BRAF001_HEK293T_6H_X2_B10:O01-1,BRAF001_HEK293T_6H_X3_B10:D21-1,BRAF001_HEK293T_24H_X3_B10:D05-1,0.625
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X2_B10:A06-1,BRAF001_HEK293T_6H_X1_B10:O03-1,BRAF001_HEK293T_24H_X2_B10:O19-1,10.0
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_6H_X3_B10:P02-1,BRAF001_HEK293T_6H_X2_B10:O03-1,BRAF001_HEK293T_24H_X2_B10:O11-1,10.0
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X1_B10:O18-1,BRAF001_HEK293T_6H_X2_B10:O12-1,BRAF001_HEK293T_24H_X3_B10:O12-1,2.5
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X3_B10:O02-1,BRAF001_HEK293T_6H_X2_B10:P03-1,BRAF001_HEK293T_24H_X1_B10:P11-1,0.625
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X2_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:P12-1,BRAF001_HEK293T_24H_X2_B10:P12-1,0.15625
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X2_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:P19-1,BRAF001_HEK293T_24H_X1_B10:P03-1,0.625
CN(C)CCCN1c2ccccc2CCc2ccccc12,BRAF001_HEK293T_24H_X3_B10:A13-1,BRAF001_HEK293T_6H_X3_B10:O04-1,BRAF001_HEK293T_24H_X2_B10:O20-1,2.5
Cc1cccc(Nc2ccccc2C(O)=O)c1C,BRAF001_HEK293T_6H_X2_B10:B06-1,BRAF001_HEK293T_6H_X1_B10:L16-1,BRAF001_HEK293T_24H_X2_B10:L08-1,0.15625
Cc1cccc(Nc2ccccc2C(O)=O)c1C,BRAF001_HEK293T_24H_X3_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:K15-1,BRAF001_HEK293T_24H_X2_B10:K23-1,10.0
Cc1cccc(Nc2ccccc2C(O)=O)c1C,BRAF001_HEK293T_24H_X1_B10:B21-1,BRAF001_HEK293T_6H_X3_B10:K15-1,BRAF001_HEK293T_24H_X1_B10:K15-1,10.0
Cc1cccc(Nc2ccccc2C(O)=O)c1C,BRAF001_HEK293T_6H_X3_B10:P09-1,BRAF001_HEK293T_6H_X3_B10:K16-1,BRAF001_HEK293T_24H_X2_B10:K16-1,2.5
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X1_B10:A14-1,BRAF001_HEK293T_6H_X1_B10:A23-1,BRAF001_HEK293T_24H_X3_B10:A07-1,10.0
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X1_B10:A14-1,BRAF001_HEK293T_6H_X3_B10:A07-1,BRAF001_HEK293T_24H_X3_B10:A07-1,10.0
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X2_B10:P18-1,BRAF001_HEK293T_6H_X1_B10:A24-1,BRAF001_HEK293T_24H_X2_B10:A24-1,2.5
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X1_B10:P01-1,BRAF001_HEK293T_6H_X2_B10:A08-1,BRAF001_HEK293T_24H_X1_B10:A24-1,2.5
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_24H_X2_B10:B22-1,BRAF001_HEK293T_6H_X2_B10:B08-1,BRAF001_HEK293T_24H_X3_B10:B08-1,0.15625
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X1_B10:P10-1,BRAF001_HEK293T_6H_X2_B10:B15-1,BRAF001_HEK293T_24H_X1_B10:B07-1,0.625
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X2_B10:B05-1,BRAF001_HEK293T_6H_X2_B10:B23-1,BRAF001_HEK293T_24H_X2_B10:B15-1,0.625
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X2_B10:B05-1,BRAF001_HEK293T_6H_X3_B10:B15-1,BRAF001_HEK293T_24H_X2_B10:B15-1,0.625
CN(C)C(=N)NC(N)=N,BRAF001_HEK293T_6H_X2_B10:O01-1,BRAF001_HEK293T_6H_X2_B10:B24-1,BRAF001_HEK293T_24H_X2_B10:B08-1,0.15625
Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,BRAF001_HEK293T_6H_X1_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:C10-1,BRAF001_HEK293T_24H_X1_B10:C18-1,2.5
Cc1cc2CCCS(=O)(=O)c2cc1S(N)(=O)=O,BRAF001_HEK293T_6H_X3_B10:A05-1,BRAF001_HEK293T_6H_X2_B10:D18-1,BRAF001_HEK293T_24H_X2_B10:D02-1,0.15625
CN1CCCN=C1C=Cc1sccc1C,BRAF001_HEK293T_24H_X1_B10:A22-1,BRAF001_HEK293T_6H_X1_B10:M01-1,BRAF001_HEK293T_24H_X3_B10:M09-1,10.0
CN1CCCN=C1C=Cc1sccc1C,BRAF001_HEK293T_24H_X3_B10:O02-1,BRAF001_HEK293T_6H_X2_B10:M10-1,BRAF001_HEK293T_24H_X1_B10:M10-1,2.5
CN1CCCN=C1C=Cc1sccc1C,BRAF001_HEK293T_24H_X3_B10:O02-1,BRAF001_HEK293T_6H_X3_B10:M18-1,BRAF001_HEK293T_24H_X1_B10:M10-1,2.5
CN1CCCN=C1C=Cc1sccc1C,BRAF001_HEK293T_6H_X3_B10:O01-1,BRAF001_HEK293T_6H_X3_B10:M10-1,BRAF001_HEK293T_24H_X2_B10:M18-1,2.5
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,BRAF001_HEK293T_6H_X2_B10:O01-1,BRAF001_HEK293T_6H_X3_B10:I03-1,BRAF001_HEK293T_24H_X2_B10:I11-1,10.0
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X3_B10:I11-1,BRAF001_HEK293T_24H_X2_B10:I19-1,10.0
CC(C)c1cc(OC(C)=O)c(C)cc1OCCN(C)C,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X3_B10:I11-1,BRAF001_HEK293T_24H_X3_B10:I03-1,10.0
C[C@]12CC[C@@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@H]1CC[C@@]2(O)C#C,BRAF001_HEK293T_6H_X1_B10:O10-1,BRAF001_HEK293T_6H_X1_B10:E08-1,BRAF001_HEK293T_24H_X1_B10:E08-1,2.5
C[C@]12CC[C@@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@H]1CC[C@@]2(O)C#C,BRAF001_HEK293T_24H_X3_B10:P10-1,BRAF001_HEK293T_6H_X1_B10:E24-1,BRAF001_HEK293T_24H_X3_B10:E08-1,2.5
C[C@]12CC[C@@H]3[C@@H](CCC4=C3CCC(=O)C4)[C@H]1CC[C@@]2(O)C#C,BRAF001_HEK293T_6H_X1_B10:P18-1,BRAF001_HEK293T_6H_X3_B10:E15-1,BRAF001_HEK293T_24H_X3_B10:E15-1,10.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_6H_X3_B10:B14-1,BRAF001_HEK293T_6H_X1_B10:J18-1,BRAF001_HEK293T_24H_X1_B10:J18-1,0.15625
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_24H_X2_B10:B21-1,BRAF001_HEK293T_6H_X2_B10:I09-1,BRAF001_HEK293T_24H_X2_B10:I09-1,10.0
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_6H_X1_B10:A05-1,BRAF001_HEK293T_6H_X2_B10:J09-1,BRAF001_HEK293T_24H_X1_B10:J01-1,0.625
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_24H_X2_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:J10-1,BRAF001_HEK293T_24H_X3_B10:J18-1,0.15625
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_24H_X2_B10:B06-1,BRAF001_HEK293T_6H_X3_B10:J02-1,BRAF001_HEK293T_24H_X3_B10:J18-1,0.15625
CCN(CC)CCOC(=O)c1ccc(N)cc1,BRAF001_HEK293T_24H_X3_B10:A22-1,BRAF001_HEK293T_6H_X3_B10:I02-1,BRAF001_HEK293T_24H_X1_B10:I02-1,2.5
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_6H_X2_B10:P18-1,BRAF001_HEK293T_6H_X1_B10:C24-1,BRAF001_HEK293T_24H_X3_B10:C16-1,2.5
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_24H_X2_B10:A22-1,BRAF001_HEK293T_6H_X1_B10:D15-1,BRAF001_HEK293T_24H_X3_B10:D23-1,0.625
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_6H_X2_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:C23-1,BRAF001_HEK293T_24H_X2_B10:C23-1,10.0
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_6H_X3_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:D07-1,BRAF001_HEK293T_24H_X2_B10:D07-1,0.625
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_6H_X1_B10:P01-1,BRAF001_HEK293T_6H_X2_B10:D08-1,BRAF001_HEK293T_24H_X3_B10:D08-1,0.15625
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,BRAF001_HEK293T_6H_X1_B10:P10-1,BRAF001_HEK293T_6H_X3_B10:D07-1,BRAF001_HEK293T_24H_X1_B10:D07-1,0.625
Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,BRAF001_HEK293T_24H_X2_B10:A22-1,BRAF001_HEK293T_6H_X1_B10:F01-1,BRAF001_HEK293T_24H_X1_B10:F17-1,0.625
Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,BRAF001_HEK293T_24H_X3_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:E18-1,BRAF001_HEK293T_24H_X3_B10:E10-1,2.5
Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,BRAF001_HEK293T_6H_X2_B10:P10-1,BRAF001_HEK293T_6H_X2_B10:F09-1,BRAF001_HEK293T_24H_X3_B10:F17-1,0.625
Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,BRAF001_HEK293T_6H_X2_B10:P10-1,BRAF001_HEK293T_6H_X3_B10:E02-1,BRAF001_HEK293T_24H_X1_B10:E18-1,2.5
Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1-c1ccccc1,BRAF001_HEK293T_6H_X2_B10:A22-1,BRAF001_HEK293T_6H_X3_B10:F10-1,BRAF001_HEK293T_24H_X2_B10:F10-1,0.15625
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc3ccc(cc3)S(=O)C,BRAF001_HEK293T_6H_X2_B10:B05-1,BRAF001_HEK293T_6H_X1_B10:P14-1,BRAF001_HEK293T_24H_X1_B10:P06-1,0.15625
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc3ccc(cc3)S(=O)C,BRAF001_HEK293T_24H_X2_B10:B05-1,BRAF001_HEK293T_6H_X2_B10:O05-1,BRAF001_HEK293T_24H_X3_B10:O05-1,10.0
CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc3ccc(cc3)S(=O)C,BRAF001_HEK293T_6H_X1_B10:O10-1,BRAF001_HEK293T_6H_X3_B10:P22-1,BRAF001_HEK293T_24H_X3_B10:P14-1,0.15625
CCOC(=O)NNc1nncc2ccccc12,BRAF001_HEK293T_24H_X2_B10:B22-1,BRAF001_HEK293T_6H_X1_B10:M15-1,BRAF001_HEK293T_24H_X1_B10:M15-1,10.0
CCOC(=O)NNc1nncc2ccccc12,BRAF001_HEK293T_6H_X1_B10:A05-1,BRAF001_HEK293T_6H_X1_B10:M23-1,BRAF001_HEK293T_24H_X1_B10:M07-1,10.0
CCOC(=O)NNc1nncc2ccccc12,BRAF001_HEK293T_24H_X1_B10:B06-1,BRAF001_HEK293T_6H_X1_B10:N23-1,BRAF001_HEK293T_24H_X1_B10:N23-1,0.625
CCOC(=O)NNc1nncc2ccccc12,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:M24-1,BRAF001_HEK293T_24H_X1_B10:M16-1,2.5
CCOC(=O)NNc1nncc2ccccc12,BRAF001_HEK293T_6H_X3_B10:P17-1,BRAF001_HEK293T_6H_X2_B10:N08-1,BRAF001_HEK293T_24H_X3_B10:N24-1,0.15625
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,BRAF001_HEK293T_6H_X1_B10:A14-1,BRAF001_HEK293T_6H_X2_B10:G15-1,BRAF001_HEK293T_24H_X3_B10:G15-1,10.0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,BRAF001_HEK293T_24H_X2_B10:B14-1,BRAF001_HEK293T_6H_X1_B10:K02-1,BRAF001_HEK293T_24H_X2_B10:K02-1,2.5
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,BRAF001_HEK293T_24H_X2_B10:B06-1,BRAF001_HEK293T_6H_X2_B10:K02-1,BRAF001_HEK293T_24H_X2_B10:K18-1,2.5
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,BRAF001_HEK293T_24H_X2_B10:A06-1,BRAF001_HEK293T_6H_X2_B10:K09-1,BRAF001_HEK293T_24H_X1_B10:K17-1,10.0
COP(=O)(OC)C(O)C(Cl)(Cl)Cl,BRAF001_HEK293T_6H_X1_B10:P01-1,BRAF001_HEK293T_6H_X3_B10:K10-1,BRAF001_HEK293T_24H_X1_B10:K02-1,2.5
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_24H_X3_B10:O01-1,BRAF001_HEK293T_6H_X1_B10:K03-1,BRAF001_HEK293T_24H_X3_B10:K11-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_6H_X3_B10:P09-1,BRAF001_HEK293T_6H_X1_B10:K11-1,BRAF001_HEK293T_24H_X2_B10:K19-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_24H_X2_B10:B14-1,BRAF001_HEK293T_6H_X2_B10:K03-1,BRAF001_HEK293T_24H_X2_B10:K11-1,10.0
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:L04-1,BRAF001_HEK293T_24H_X2_B10:L04-1,0.15625
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X2_B10:L12-1,BRAF001_HEK293T_24H_X2_B10:L04-1,0.15625
CC(\C=C(C)\C=C\C(=O)NO)C(=O)c1ccc(cc1)N(C)C,BRAF001_HEK293T_6H_X3_B10:A06-1,BRAF001_HEK293T_6H_X3_B10:L20-1,BRAF001_HEK293T_24H_X3_B10:L20-1,0.15625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X3_B10:A14-1,BRAF001_HEK293T_6H_X1_B10:K21-1,BRAF001_HEK293T_24H_X2_B10:K05-1,10.0
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X3_B10:A14-1,BRAF001_HEK293T_6H_X2_B10:K13-1,BRAF001_HEK293T_24H_X2_B10:K05-1,10.0
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X1_B10:A13-1,BRAF001_HEK293T_6H_X1_B10:L13-1,BRAF001_HEK293T_24H_X1_B10:L13-1,0.625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X1_B10:A13-1,BRAF001_HEK293T_6H_X1_B10:L13-1,BRAF001_HEK293T_24H_X3_B10:L13-1,0.625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X1_B10:A13-1,BRAF001_HEK293T_6H_X2_B10:L05-1,BRAF001_HEK293T_24H_X1_B10:L13-1,0.625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X1_B10:A13-1,BRAF001_HEK293T_6H_X2_B10:L05-1,BRAF001_HEK293T_24H_X3_B10:L13-1,0.625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X1_B10:O09-1,BRAF001_HEK293T_6H_X3_B10:L05-1,BRAF001_HEK293T_24H_X2_B10:L13-1,0.625
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,BRAF001_HEK293T_24H_X2_B10:A21-1,BRAF001_HEK293T_6H_X3_B10:L06-1,BRAF001_HEK293T_24H_X3_B10:L14-1,0.15625
ONC(=O)CCCCCCC(=O)Nc1ccccc1,BRAF001_HEK293T_6H_X1_B10:A14-1,BRAF001_HEK293T_6H_X1_B10:E06-1,BRAF001_HEK293T_24H_X1_B10:E06-1,2.5
ONC(=O)CCCCCCC(=O)Nc1ccccc1,BRAF001_HEK293T_6H_X1_B10:P10-1,BRAF001_HEK293T_6H_X2_B10:E06-1,BRAF001_HEK293T_24H_X2_B10:E22-1,2.5
ONC(=O)CCCCCCC(=O)Nc1ccccc1,BRAF001_HEK293T_6H_X3_B10:A21-1,BRAF001_HEK293T_6H_X3_B10:E06-1,BRAF001_HEK293T_24H_X1_B10:E22-1,2.5
CC(=O)N[C@@H]1C\C=C\CCC(=O)N[C@@H](COC1=O)c1ccccc1,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:C02-1,PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:E01-1,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:E01-1,10.0
CC(=O)N[C@@H]1C\C=C\CCCOC(=O)[C@@H]2CCCN2C1=O,CPC014_HEPG2_6H_X3_F1B3_DUO52HI53LO:N09-1,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:K19-1,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:K11-1,10.0
CC(C)(C)c1cc(O)ccc1O,LJP008_HEPG2_24H_X2_B20:F09-2,PCLB001_HEPG2_6H_X3_F2B6_DUO52HI53LO:I21-1,PCLB001_HEPG2_24H_X3_F2B6_DUO52HI53LO:I21-1,10.0
C[C@H]1[C@H](OC(=O)CC\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N1C)c1ccccc1,CPC009_HEPG2_6H_X1_B4_DUO52HI53LO:F05-1,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:C19-1,PCLB001_HEPG2_24H_X1_F2B6_DUO52HI53LO:C19-1,10.0
C[C@H]1C\C=C\C[C@@H](CC(=O)NCc2ccc(Cl)cc2)C(=O)N2CCC[C@H]2CNC1=O,CPC008_HEPG2_6H_X2_B4_DUO52HI53LO:E06-1,PCLB001_HEPG2_6H_X1_F2B6_DUO52HI53LO:E03-1,PCLB001_HEPG2_24H_X2_F2B6_DUO52HI53LO:E11-1,10.0
COc1ccccc1C2N(C(=O)C3CCCN23)c4ccc(Cl)cc4,AML001_HL60_24H_X2_F1B10:B18-1,AML001_HL60_6H_X1_F1B10:I04-1,AML001_HL60_24H_X1_F1B10:I04-1,3.33333
CC(=N)C(C#N)C(=O)COC(=O)c1cc(C)n(c1C)c2ccc(F)cc2,AML001_HL60_6H_X2_B11:P13-1,AML001_HL60_6H_X2_B11:N01-1,AML001_HL60_24H_X1_F1B10:N13-1,1.11111
CC(=N)C(C#N)C(=O)COC(=O)c1cc(C)n(c1C)c2ccc(F)cc2,AML001_HL60_6H_X2_B11:O13-1,AML001_HL60_6H_X3_F1B10:N13-1,AML001_HL60_24H_X3_F1B10:N01-1,1.11111
CCOc1ccccc1C1N2CCCC2C(=O)N1c1ccc(Cl)cc1,AML001_HL60_6H_X3_F1B10:P13-1,AML001_HL60_6H_X2_B11:A12-1,AML001_HL60_24H_X1_F1B10:A24-1,3.33333
Brc1ccc(cc1)C(=O)NCCC(=O)NC2CCCc3ccccc23,AML001_HL60_6H_X1_F1B10:B05-1,AML001_HL60_6H_X1_F1B10:O09-1,AML001_HL60_24H_X2_F1B10:O09-1,10.0
Brc1ccc(cc1)C(=O)NCCC(=O)NC2CCCc3ccccc23,AML001_HL60_6H_X2_B11:O23-1,AML001_HL60_6H_X1_F1B10:P09-1,AML001_HL60_24H_X1_F1B10:P21-1,1.11111
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2Cl)no1,AML001_HL60_6H_X2_B11:O23-1,AML001_HL60_6H_X1_F1B10:D02-1,AML001_HL60_24H_X3_F1B10:D02-1,0.37037
Cc1cc(NC(=O)COC(=O)c2c(C)nn(Cc3ccccc3Cl)c2Cl)no1,AML001_HL60_6H_X2_B11:O23-1,AML001_HL60_6H_X3_F1B10:D14-1,AML001_HL60_24H_X3_F1B10:D02-1,0.37037
